away_mascot,home_mascot,Weather,Week,Wind,Year
Rams,Cardinals,DOME,13,3m SSE,2017
Eagles,Seahawks,42f Mostly Cloudy,13,0m N,2017
Saints,Falcons,DOME,14,1m WNW,2017
Colts,Bills,26f Flurries,14,4m W,2017
Lions,Buccaneers,53f Clear,14,4m N,2017
Raiders,Chiefs,47f Clear,14,5m NW,2017
Seahawks,Jaguars,46f Clear,14,2m NW,2017
49ers,Texans,57f Clear,14,0m SE,2017
Packers,Browns,28f Mostly Cloudy,14,9m WSW,2017
Bears,Bengals,30f Mostly Cloudy,14,4m SSW,2017
Vikings,Panthers,39f Clear,14,2m W,2017
Redskins,Chargers,79f Clear,14,2m NNE,2017
Jets,Broncos,58f Clear,14,0m SSW,2017
Titans,Cardinals,DOME,14,4m ENE,2017
Cowboys,Giants,37f Drizzle,14,5m WSW,2017
Eagles,Rams,79f Clear,14,1m NNE,2017
Ravens,Steelers,30f Mostly Cloudy,14,3m SW,2017
Broncos,Colts,DOME,15,0m SSE,2017
Bears,Lions,DOME,15,5m NE,2017
Chargers,Chiefs,50f Clear,15,2m S,2017
Texans,Jaguars,68f Clear,15,2m ESE,2017
Ravens,Browns,34f Clear,15,1m ESE,2017
Packers,Panthers,48f Partly Cloudy,15,1m WSW,2017
Dolphins,Bills,25f Overcast,15,0m NE,2017
Bengals,Vikings,DOME,15,0m ESE,2017
Cardinals,Redskins,47f Clear,15,0m SSW,2017
Eagles,Giants,34f Overcast,15,0m N,2017
Jets,Saints,DOME,15,1m WSW,2017
Rams,Seahawks,46f Mostly Cloudy,15,5m S,2017
Titans,49ers,60f Clear,15,2m N,2017
Patriots,Steelers,40f Rain,15,0m S,2017
Cowboys,Raiders,59f Clear,15,0m N,2017
Colts,Ravens,61f Drizzle,16,5m SSW,2017
Vikings,Packers,9f Clear,16,1m SW,2017
Lions,Bengals,35f Mostly Cloudy,16,2m SSE,2017
Dolphins,Chiefs,22f Mostly Cloudy,16,5m NW,2017
Bills,Patriots,34f Clear,16,1m N,2017
Browns,Bears,21f Light Snow,16,0m NW,2017
Buccaneers,Panthers,53f Mostly Cloudy,16,1m ENE,2017
Falcons,Saints,DOME,16,1m WNW,2017
Broncos,Redskins,41f Partly Cloudy,16,2m NE,2017
Rams,Titans,41f Mostly Cloudy,16,2m WSW,2017
Chargers,Jets,38f Clear,16,3m NE,2017
Jaguars,49ers,52f Partly Cloudy,16,0m SSE,2017
Seahawks,Cowboys,43f Partly Cloudy,16,6m N,2017
Giants,Cardinals,DOME,16,0m S,2017
Steelers,Texans,51f Mostly Cloudy,16,4m ESE,2017
Browns,Steelers,9f Mostly Cloudy,17,0m WSW,2017
Packers,Lions,DOME,17,5m NNW,2017
Texans,Colts,DOME,17,3m NNW,2017
Bears,Vikings,DOME,17,4m NW,2017
Jets,Patriots,11f Clear,17,5m NW,2017
Redskins,Giants,15f Clear,17,6m NW,2017
Cowboys,Eagles,15f Partly Cloudy,17,4m NNW,2017
Panthers,Falcons,DOME,17,3m NW,2017
Bengals,Ravens,18f Mostly Cloudy,17,5m NNW,2017
Jaguars,Titans,22f Mostly Cloudy,17,7m NNW,2017
Saints,Buccaneers,69f Clear,17,1m SSE,2017
Bills,Dolphins,71f Clear,17,4m NE,2017
Raiders,Chargers,62f Clear,17,0m SSW,2017
Chiefs,Broncos,16f Mostly Cloudy,17,3m NNE,2017
49ers,Rams,63f Clear,17,0m SSW,2017
Falcons,Eagles,81f Rain,1,2m NW,2018
Bills,Ravens,62f Light Rain,1,11m ENE,2018
Jaguars,Giants,58f Light Rain,1,4m NE,2018
Buccaneers,Saints,DOME,1,1m WSW,2018
Texans,Patriots,62f Mostly Cloudy,1,6m ENE,2018
49ers,Vikings,DOME,1,9m SSE,2018
Titans,Dolphins,88f Rain,1,4m SW,2018
Bengals,Colts,DOME,1,9m NE,2018
Steelers,Browns,59f Light Rain,1,4m ENE,2018
Chiefs,Chargers,85f Clear,1,5m SSW,2018
Seahawks,Broncos,85f Clear,1,3m NE,2018
Cowboys,Panthers,83f Drizzle,1,6m NE,2018
Redskins,Cardinals,DOME,1,3m WSW,2018
Bears,Packers,60f Clear,1,4m NE,2018
Jets,Lions,DOME,1,7m N,2018
Ravens,Bengals,75f Clear,2,0m NNW,2018
Panthers,Falcons,DOME,2,5m NW,2018
Colts,Redskins,73f Mostly Cloudy,2,5m ENE,2018
Texans,Titans,81f Partly Cloudy,2,7m NNE,2018
Eagles,Buccaneers,89f Humid and Partly Cloudy,2,8m SW,2018
Chiefs,Steelers,79f Mostly Cloudy,2,7m ESE,2018
Dolphins,Jets,82f Clear,2,3m SE,2018
Chargers,Bills,79f Clear,2,7m S,2018
Vikings,Packers,78f Partly Cloudy,2,5m SSE,2018
Browns,Saints,DOME,2,1m NW,2018
Lions,49ers,72f Clear,2,5m NW,2018
Cardinals,Rams,85f Clear,2,4m SSW,2018
Patriots,Jaguars,93f Drizzle,2,7m SW,2018
Raiders,Broncos,90f Clear,2,3m ESE,2018
Giants,Cowboys,87f Partly Cloudy,2,2m E,2018
Jets,Browns,78f Humid,3,3m SSE,2018
Saints,Falcons,DOME,3,3m SE,2018
Packers,Redskins,63f Light Rain,3,4m ENE,2018
Colts,Eagles,61f Rain,3,3m NE,2018
Bills,Vikings,DOME,3,6m SSE,2018
Raiders,Dolphins,88f Humid and Partly Cloudy,3,6m ESE,2018
Broncos,Ravens,62f Light Rain,3,4m ENE,2018
Bengals,Panthers,81f Mostly Cloudy,3,1m ESE,2018
Giants,Texans,79f Mostly Cloudy,3,7m WSW,2018
Titans,Jaguars,87f Mostly Cloudy,3,5m ESE,2018
49ers,Chiefs,72f Clear,3,4m ESE,2018
Chargers,Rams,79f Clear,3,4m SW,2018
Cowboys,Seahawks,62f Partly Cloudy,3,1m S,2018
Bears,Cardinals,DOME,3,4m SE,2018
Patriots,Lions,DOME,3,5m ENE,2018
Vikings,Rams,83f Clear,4,3m WSW,2018
Jets,Jaguars,86f Humid and Mostly Cloudy,4,10m ENE,2018
Dolphins,Patriots,66f Clear,4,3m W,2018
Eagles,Titans,80f Clear,4,0m N,2018
Texans,Colts,DOME,4,7m SSW,2018
Bills,Packers,48f Overcast,4,4m ENE,2018
Lions,Cowboys,79f Mostly Cloudy,4,6m SE,2018
Buccaneers,Bears,64f Overcast,4,1m NW,2018
Bengals,Falcons,DOME,4,4m E,2018
Seahawks,Cardinals,DOME,4,4m SW,2018
Browns,Raiders,71f Clear,4,2m WNW,2018
Saints,Giants,69f Partly Cloudy,4,4m S,2018
49ers,Chargers,82f Partly Cloudy,4,4m SW,2018
Ravens,Steelers,66f Clear,4,0m N,2018
Colts,Patriots,66f Mostly Cloudy,5,3m SW,2018
Titans,Bills,65f Overcast,5,3m ENE,2018
Falcons,Steelers,82f Partly Cloudy,5,6m SSW,2018
Broncos,Jets,75f Overcast,5,4m WSW,2018
Jaguars,Chiefs,58f Rain,5,2m ENE,2018
Packers,Lions,DOME,5,7m NE,2018
Ravens,Browns,70f Foggy,5,2m NNE,2018
Giants,Panthers,80f Overcast,5,1m NE,2018
Dolphins,Bengals,86f Clear,5,2m SSW,2018
Raiders,Chargers,74f Clear,5,5m SSW,2018
Cardinals,49ers,76f Clear,5,9m NNW,2018
Vikings,Eagles,78f Mostly Cloudy,5,3m SW,2018
Rams,Seahawks,54f Drizzle,5,3m SSE,2018
Cowboys,Texans,81f Humid and Partly Cloudy,5,6m SE,2018
Eagles,Giants,70f Light Rain,6,1m S,2018
Buccaneers,Falcons,DOME,6,3m ESE,2018
Panthers,Redskins,54f Partly Cloudy,6,0m SE,2018
Colts,Jets,57f Mostly Cloudy,6,5m WSW,2018
Cardinals,Vikings,DOME,6,7m WNW,2018
Steelers,Bengals,51f Mostly Cloudy,6,2m ESE,2018
Chargers,Browns,55f Clear,6,1m SSE,2018
Bills,Texans,87f Partly Cloudy,6,9m SSW,2018
Bears,Dolphins,88f Humid and Partly Cloudy,6,7m ESE,2018
Seahawks,Raiders,50f Light Rain,6,12m NNE,2018
Rams,Broncos,24f Overcast,6,2m NNE,2018
Ravens,Titans,66f Overcast,6,3m S,2018
Jaguars,Cowboys,78f Mostly Cloudy,6,4m S,2018
Chiefs,Patriots,45f Clear,6,2m SW,2018
Broncos,Cardinals,DOME,7,1m WNW,2018
Titans,Chargers,64f Clear,7,7m E,2018
Browns,Buccaneers,80f Clear,7,5m SW,2018
Panthers,Eagles,47f Mostly Cloudy,7,9m WNW,2018
Vikings,Jets,46f Overcast,7,11m NNE,2018
Lions,Dolphins,88f Partly Cloudy,7,5m NNW,2018
Patriots,Bears,43f Clear,7,6m NW,2018
Bills,Colts,DOME,7,3m SE,2018
Texans,Jaguars,70f Partly Cloudy,7,13m ENE,2018
Saints,Ravens,52f Partly Cloudy,7,12m S,2018
Cowboys,Redskins,51f Partly Cloudy,7,11m S,2018
Rams,49ers,71f Partly Cloudy,7,2m ESE,2018
Bengals,Chiefs,58f Clear,7,6m E,2018
Dolphins,Texans,65f Overcast,8,6m NNW,2018
Eagles,Jaguars,48f Partly Cloudy,8,13m NE,2018
Broncos,Chiefs,60f Clear,8,8m NW,2018
Browns,Steelers,48f Overcast,8,7m SSW,2018
Redskins,Giants,50f Mostly Cloudy,8,7m W,2018
Seahawks,Lions,DOME,8,9m SSE,2018
Buccaneers,Bengals,56f Overcast,8,7m S,2018
Jets,Bears,48f Overcast,8,11m W,2018
Ravens,Panthers,61f Clear,8,6m WSW,2018
Colts,Raiders,69f Partly Cloudy,8,5m W,2018
49ers,Cardinals,DOME,8,1m SW,2018
Packers,Rams,81f Partly Cloudy,8,3m SSW,2018
Saints,Vikings,DOME,8,8m NW,2018
Raiders,49ers,80f Partly Cloudy,9,3m NNW,2018
Bears,Bills,43f Clear,9,8m ESE,2018
Buccaneers,Panthers,60f Clear,9,4m E,2018
Chiefs,Browns,53f Partly Cloudy,9,5m ESE,2018
Jets,Dolphins,84f Humid and Mostly Cloudy,9,14m SE,2018
Steelers,Ravens,52f Clear,9,3m E,2018
Lions,Vikings,DOME,9,6m NE,2018
Falcons,Redskins,53f Clear,9,4m ESE,2018
Texans,Broncos,53f Mostly Cloudy,9,2m SSW,2018
Chargers,Seahawks,57f Mostly Cloudy,9,4m S,2018
Rams,Saints,DOME,9,7m SE,2018
Packers,Patriots,42f Clear,9,2m NE,2018
Panthers,Steelers,40f Clear,10,1m NE,2018
Saints,Bengals,38f Mostly Cloudy,10,3m SSE,2018
Falcons,Browns,38f Partly Cloudy,10,2m SSW,2018
Dolphins,Packers,30f Overcast,10,8m SW,2018
Jaguars,Colts,DOME,10,10m S,2018
Lions,Bears,35f Mostly Cloudy,10,7m SSW,2018
Cardinals,Chiefs,42f Clear,10,1m NNW,2018
Patriots,Titans,46f Clear,10,2m SSE,2018
Redskins,Buccaneers,80f Clear,10,6m E,2018
Bills,Jets,44f Clear,10,7m NW,2018
Chargers,Raiders,66f Clear,10,8m NE,2018
Seahawks,Rams,73f Clear,10,1m NNE,2018
Cowboys,Eagles,37f Clear,10,1m WSW,2018
Packers,Seahawks,54f Overcast,11,3m S,2018
Bengals,Ravens,46f Mostly Cloudy,11,4m SSE,2018
Panthers,Lions,DOME,11,0m N,2018
Titans,Colts,DOME,11,7m N,2018
Cowboys,Falcons,DOME,11,1m ESE,2018
Buccaneers,Giants,41f Mostly Cloudy,11,0m ESE,2018
Texans,Redskins,47f Mostly Cloudy,11,4m SSE,2018
Steelers,Jaguars,72f Partly Cloudy,11,6m NNE,2018
Broncos,Chargers,70f Clear,11,3m SW,2018
Raiders,Cardinals,DOME,11,1m SSE,2018
Eagles,Saints,DOME,11,2m N,2018
Vikings,Bears,31f Clear,11,3m WSW,2018
Bears,Lions,DOME,12,9m E,2018
Redskins,Cowboys,63f Clear,12,6m SSE,2018
Falcons,Saints,DOME,12,2m ESE,2018
Browns,Bengals,48f Mostly Cloudy,12,0m SSE,2018
Seahawks,Panthers,52f Partly Cloudy,12,0m S,2018
Jaguars,Bills,39f Mostly Cloudy,12,7m W,2018
Raiders,Ravens,57f Clear,12,5m WSW,2018
Dolphins,Colts,DOME,12,11m ESE,2018
49ers,Buccaneers,75f Partly Cloudy,12,5m WNW,2018
Giants,Eagles,55f Clear,12,6m WNW,2018
Patriots,Jets,53f Partly Cloudy,12,8m NNW,2018
Cardinals,Chargers,72f Clear,12,1m NNW,2018
Steelers,Broncos,41f Clear,12,4m NNW,2018
Packers,Vikings,DOME,12,8m NNW,2018
Saints,Cowboys,73f Clear,13,7m SSE,2018
Ravens,Falcons,DOME,13,4m SW,2018
Panthers,Buccaneers,80f Breezy and Humid,13,15m SSW,2018
Bears,Giants,50f Foggy,13,2m NE,2018
Bills,Dolphins,85f Humid and Mostly Cloudy,13,13m SSE,2018
Broncos,Bengals,63f Clear,13,9m S,2018
Rams,Lions,DOME,13,11m S,2018
Cardinals,Packers,34f Light Rain,13,18m NNE,2018
Browns,Texans,70f Clear,13,7m N,2018
Colts,Jaguars,78f Drizzle,13,10m SSW,2018
Jets,Titans,68f Clear,13,13m SW,2018
Chiefs,Raiders,53f Clear,13,1m NNE,2018
Vikings,Patriots,51f Overcast,13,2m SW,2018
49ers,Seahawks,45f Mostly Cloudy,13,0m WSW,2018
Chargers,Steelers,58f Mostly Cloudy,13,9m S,2018
Jaguars,Titans,44f Overcast,14,4m SW,2018
Jets,Bills,25f Partly Cloudy,14,6m WSW,2018
Giants,Redskins,32f Clear,14,4m NE,2018
Saints,Buccaneers,69f Drizzle,14,6m SW,2018
Patriots,Dolphins,80f Humid and Mostly Cloudy,14,12m SW,2018
Ravens,Chiefs,26f Clear,14,0m S,2018
Colts,Texans,45f Overcast,14,10m NNW,2018
Rams,Bears,29f Clear,14,1m NNW,2018
Panthers,Browns,31f Clear,14,0m ESE,2018
Falcons,Packers,24f Mostly Cloudy,14,12m W,2018
Broncos,49ers,54f Mostly Cloudy,14,1m NW,2018
Bengals,Chargers,70f Clear,14,1m E,2018
Eagles,Cowboys,49f Clear,14,6m NNW,2018
Lions,Cardinals,DOME,14,0m SW,2018
Steelers,Raiders,51f Mostly Cloudy,14,2m NE,2018
Chargers,Chiefs,37f Overcast,15,8m NNW,2018
Browns,Broncos,54f Partly Cloudy,15,2m NW,2018
Texans,Jets,50f Mostly Cloudy,15,8m NE,2018
Packers,Bears,40f Clear,15,5m W,2018
Lions,Bills,33f Light Snow,15,2m NNE,2018
Buccaneers,Ravens,43f Light Rain,15,7m N,2018
Cardinals,Falcons,DOME,15,5m NW,2018
Raiders,Bengals,42f Overcast,15,1m WNW,2018
Titans,Giants,39f Overcast,15,10m NE,2018
Dolphins,Vikings,DOME,15,7m WNW,2018
Redskins,Jaguars,62f Clear,15,9m W,2018
Cowboys,Colts,DOME,15,5m WNW,2018
Seahawks,49ers,59f Mostly Cloudy,15,7m S,2018
Patriots,Steelers,41f Overcast,15,3m NW,2018
Eagles,Rams,65f Clear,15,3m SW,2018
Redskins,Titans,50f Clear,16,7m S,2018
Ravens,Chargers,64f Clear,16,4m WSW,2018
Giants,Colts,DOME,16,8m NW,2018
Texans,Eagles,43f Clear,16,5m W,2018
Jaguars,Dolphins,71f Clear,16,4m NNE,2018
Packers,Jets,41f Clear,16,6m WNW,2018
Bengals,Browns,37f Overcast,16,3m SW,2018
Buccaneers,Cowboys,48f Clear,16,9m N,2018
Vikings,Lions,DOME,16,9m W,2018
Bills,Patriots,37f Clear,16,8m WNW,2018
Falcons,Panthers,49f Clear,16,1m E,2018
Bears,49ers,59f Partly Cloudy,16,1m NNW,2018
Rams,Cardinals,DOME,16,1m SE,2018
Steelers,Saints,DOME,16,2m W,2018
Chiefs,Seahawks,45f Overcast,16,4m SSE,2018
Dolphins,Bills,28f Overcast,17,7m WSW,2018
Lions,Packers,25f Mostly Cloudy,17,11m SSW,2018
Jaguars,Texans,45f Overcast,17,6m NNW,2018
Jets,Patriots,31f Partly Cloudy,17,0m SSE,2018
Panthers,Saints,DOME,17,1m NNE,2018
Cowboys,Giants,35f Overcast,17,0m E,2018
Falcons,Buccaneers,77f Mostly Cloudy,17,4m S,2018
Browns,Ravens,45f Clear,17,3m SSE,2018
Eagles,Redskins,45f Clear,17,3m SSE,2018
Raiders,Chiefs,40f Clear,17,11m S,2018
Bears,Vikings,DOME,17,7m SSE,2018
Bengals,Steelers,41f Clear,17,8m SW,2018
Chargers,Broncos,51f Partly Cloudy,17,5m N,2018
49ers,Rams,62f Clear,17,3m S,2018
Cardinals,Seahawks,45f Mostly Cloudy,17,3m SSE,2018
